id,name,description,basePrice,priceVariance,volume,category,kind,type,tradeable,cargoHoldable,capitalShipMountable,nonRepurchase,tagsPipe,attrsJson,sellable
ownership_eternal_throne,이터널 스론/소유권,행성 소유권 증서(재판매 불가).,12000,0,1,luxury,misc,planet_ownership,true,false,false,true,planet_ownership|no_resale,"{""planetId"":""eternal_throne"",""noResale"":true}",
ownership_genesis_origin,제네시스 오리진/소유권,행성 소유권 증서(재판매 불가).,12000,0,1,luxury,misc,planet_ownership,true,false,false,true,planet_ownership|no_resale,"{""planetId"":""genesis_origin"",""noResale"":true}",
clan_disband_order,클랜 해산 명령서,구매 즉시 현재 클랜을 해산하고 점유 행성을 중립으로 복귀시킨다.,1,0,1,luxury,misc,clan_disband,true,false,false,false,clan|disband,"{""oneShotEffect"":""dissolve_current_clan""}",
eq_prop_ion_booster_1,이온가속부스터1,추진 노즐 가속으로 기동 반응을 높인다(추후 연동).,1800,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|propulsion|trade_port|grade1,"{""equipmentCategory"":""propulsion"",""equipmentGrade"":1,""equipmentLineKey"":""eq_prop_ion_booster"",""equipmentRequiredLevel"":3,""speedBonusPct"":5,""effectPending"":true}",true
eq_prop_ion_booster_2,이온가속부스터2,추진 노즐 가속으로 기동 반응을 높인다(추후 연동).,4050,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|propulsion|trade_port|grade2,"{""equipmentCategory"":""propulsion"",""equipmentGrade"":2,""equipmentLineKey"":""eq_prop_ion_booster"",""equipmentRequiredLevel"":12,""speedBonusPct"":7,""effectPending"":true}",true
eq_prop_ion_booster_3,이온가속부스터3,추진 노즐 가속으로 기동 반응을 높인다(추후 연동).,8640,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|propulsion|trade_port|grade3,"{""equipmentCategory"":""propulsion"",""equipmentGrade"":3,""equipmentLineKey"":""eq_prop_ion_booster"",""equipmentRequiredLevel"":23,""speedBonusPct"":9.3,""effectPending"":true}",true
eq_prop_fusion_core_1,핵융합코어1,동력 효율을 개선해 장비 전력 여유를 확보한다(추후 연동).,2000,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|propulsion|trade_port|grade1,"{""equipmentCategory"":""propulsion"",""equipmentGrade"":1,""equipmentLineKey"":""eq_prop_fusion_core"",""equipmentRequiredLevel"":5,""powerEfficiencyPct"":6,""effectPending"":true}",true
eq_prop_fusion_core_2,핵융합코어2,동력 효율을 개선해 장비 전력 여유를 확보한다(추후 연동).,4500,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|propulsion|trade_port|grade2,"{""equipmentCategory"":""propulsion"",""equipmentGrade"":2,""equipmentLineKey"":""eq_prop_fusion_core"",""equipmentRequiredLevel"":14,""powerEfficiencyPct"":8.4,""effectPending"":true}",true
eq_prop_fusion_core_3,핵융합코어3,동력 효율을 개선해 장비 전력 여유를 확보한다(추후 연동).,9600,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|propulsion|trade_port|grade3,"{""equipmentCategory"":""propulsion"",""equipmentGrade"":3,""equipmentLineKey"":""eq_prop_fusion_core"",""equipmentRequiredLevel"":25,""powerEfficiencyPct"":11.1,""effectPending"":true}",true
eq_prop_vector_thruster_1,벡터추력기1,세밀한 자세 제어와 급가속을 지원한다(추후 연동).,2200,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|propulsion|trade_port|grade1,"{""equipmentCategory"":""propulsion"",""equipmentGrade"":1,""equipmentLineKey"":""eq_prop_vector_thruster"",""equipmentRequiredLevel"":7,""maneuverBonusPct"":7,""effectPending"":true}",true
eq_prop_vector_thruster_2,벡터추력기2,세밀한 자세 제어와 급가속을 지원한다(추후 연동).,4950,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|propulsion|trade_port|grade2,"{""equipmentCategory"":""propulsion"",""equipmentGrade"":2,""equipmentLineKey"":""eq_prop_vector_thruster"",""equipmentRequiredLevel"":16,""maneuverBonusPct"":9.8,""effectPending"":true}",true
eq_prop_vector_thruster_3,벡터추력기3,세밀한 자세 제어와 급가속을 지원한다(추후 연동).,10560,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|propulsion|trade_port|grade3,"{""equipmentCategory"":""propulsion"",""equipmentGrade"":3,""equipmentLineKey"":""eq_prop_vector_thruster"",""equipmentRequiredLevel"":27,""maneuverBonusPct"":13,""effectPending"":true}",true
eq_def_molecular_armor_1,분자장갑판1,물리 충격을 분산해 선체 피해를 줄인다(추후 연동).,2200,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|defense|trade_port|grade1,"{""equipmentCategory"":""defense"",""equipmentGrade"":1,""equipmentLineKey"":""eq_def_molecular_armor"",""equipmentRequiredLevel"":4,""armorBonusPct"":6,""effectPending"":true}",true
eq_def_molecular_armor_2,분자장갑판2,물리 충격을 분산해 선체 피해를 줄인다(추후 연동).,4950,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|defense|trade_port|grade2,"{""equipmentCategory"":""defense"",""equipmentGrade"":2,""equipmentLineKey"":""eq_def_molecular_armor"",""equipmentRequiredLevel"":13,""armorBonusPct"":8.4,""effectPending"":true}",true
eq_def_molecular_armor_3,분자장갑판3,물리 충격을 분산해 선체 피해를 줄인다(추후 연동).,10560,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|defense|trade_port|grade3,"{""equipmentCategory"":""defense"",""equipmentGrade"":3,""equipmentLineKey"":""eq_def_molecular_armor"",""equipmentRequiredLevel"":24,""armorBonusPct"":11.1,""effectPending"":true}",true
eq_def_shield_amp_1,실드증폭기1,실드 용량과 재생 효율을 보조한다(추후 연동).,2400,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|defense|trade_port|grade1,"{""equipmentCategory"":""defense"",""equipmentGrade"":1,""equipmentLineKey"":""eq_def_shield_amp"",""equipmentRequiredLevel"":6,""shieldBonusPct"":7,""effectPending"":true}",true
eq_def_shield_amp_2,실드증폭기2,실드 용량과 재생 효율을 보조한다(추후 연동).,5400,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|defense|trade_port|grade2,"{""equipmentCategory"":""defense"",""equipmentGrade"":2,""equipmentLineKey"":""eq_def_shield_amp"",""equipmentRequiredLevel"":15,""shieldBonusPct"":9.8,""effectPending"":true}",true
eq_def_shield_amp_3,실드증폭기3,실드 용량과 재생 효율을 보조한다(추후 연동).,11520,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|defense|trade_port|grade3,"{""equipmentCategory"":""defense"",""equipmentGrade"":3,""equipmentLineKey"":""eq_def_shield_amp"",""equipmentRequiredLevel"":26,""shieldBonusPct"":13,""effectPending"":true}",true
eq_def_ablative_plate_1,외장장갑1,일회성 충격 흡수층으로 급격한 피해를 완화한다(추후 연동).,2600,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|defense|trade_port|grade1,"{""equipmentCategory"":""defense"",""equipmentGrade"":1,""equipmentLineKey"":""eq_def_ablative_plate"",""equipmentRequiredLevel"":8,""damageReductionPct"":8,""effectPending"":true}",true
eq_def_ablative_plate_2,외장장갑2,일회성 충격 흡수층으로 급격한 피해를 완화한다(추후 연동).,5850,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|defense|trade_port|grade2,"{""equipmentCategory"":""defense"",""equipmentGrade"":2,""equipmentLineKey"":""eq_def_ablative_plate"",""equipmentRequiredLevel"":17,""damageReductionPct"":11.2,""effectPending"":true}",true
eq_def_ablative_plate_3,외장장갑3,일회성 충격 흡수층으로 급격한 피해를 완화한다(추후 연동).,12480,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|defense|trade_port|grade3,"{""equipmentCategory"":""defense"",""equipmentGrade"":3,""equipmentLineKey"":""eq_def_ablative_plate"",""equipmentRequiredLevel"":28,""damageReductionPct"":14.8,""effectPending"":true}",true
eq_sens_long_scan_1,장거리스캔1,교전 전 적 탐지 범위를 확장한다(추후 연동).,1600,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|sensor|trade_port|grade1,"{""equipmentCategory"":""sensor"",""equipmentGrade"":1,""equipmentLineKey"":""eq_sens_long_scan"",""equipmentRequiredLevel"":2,""detectRangeBonusPct"":6,""effectPending"":true}",true
eq_sens_long_scan_2,장거리스캔2,교전 전 적 탐지 범위를 확장한다(추후 연동).,3600,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|sensor|trade_port|grade2,"{""equipmentCategory"":""sensor"",""equipmentGrade"":2,""equipmentLineKey"":""eq_sens_long_scan"",""equipmentRequiredLevel"":11,""detectRangeBonusPct"":8.4,""effectPending"":true}",true
eq_sens_long_scan_3,장거리스캔3,교전 전 적 탐지 범위를 확장한다(추후 연동).,7680,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|sensor|trade_port|grade3,"{""equipmentCategory"":""sensor"",""equipmentGrade"":3,""equipmentLineKey"":""eq_sens_long_scan"",""equipmentRequiredLevel"":22,""detectRangeBonusPct"":11.1,""effectPending"":true}",true
eq_sens_secure_comms_1,암호통신모듈1,데이터 링크 안정성과 전술 공유를 보조한다(추후 연동).,1800,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|sensor|trade_port|grade1,"{""equipmentCategory"":""sensor"",""equipmentGrade"":1,""equipmentLineKey"":""eq_sens_secure_comms"",""equipmentRequiredLevel"":4,""linkStabilityPct"":7,""effectPending"":true}",true
eq_sens_secure_comms_2,암호통신모듈2,데이터 링크 안정성과 전술 공유를 보조한다(추후 연동).,4050,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|sensor|trade_port|grade2,"{""equipmentCategory"":""sensor"",""equipmentGrade"":2,""equipmentLineKey"":""eq_sens_secure_comms"",""equipmentRequiredLevel"":13,""linkStabilityPct"":9.8,""effectPending"":true}",true
eq_sens_secure_comms_3,암호통신모듈3,데이터 링크 안정성과 전술 공유를 보조한다(추후 연동).,8640,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|sensor|trade_port|grade3,"{""equipmentCategory"":""sensor"",""equipmentGrade"":3,""equipmentLineKey"":""eq_sens_secure_comms"",""equipmentRequiredLevel"":24,""linkStabilityPct"":13,""effectPending"":true}",true
eq_sens_passive_array_1,패시브센서1,저출력 은밀 탐지를 지원한다(추후 연동).,2000,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|sensor|trade_port|grade1,"{""equipmentCategory"":""sensor"",""equipmentGrade"":1,""equipmentLineKey"":""eq_sens_passive_array"",""equipmentRequiredLevel"":6,""stealthDetectBonusPct"":8,""effectPending"":true}",true
eq_sens_passive_array_2,패시브센서2,저출력 은밀 탐지를 지원한다(추후 연동).,4500,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|sensor|trade_port|grade2,"{""equipmentCategory"":""sensor"",""equipmentGrade"":2,""equipmentLineKey"":""eq_sens_passive_array"",""equipmentRequiredLevel"":15,""stealthDetectBonusPct"":11.2,""effectPending"":true}",true
eq_sens_passive_array_3,패시브센서3,저출력 은밀 탐지를 지원한다(추후 연동).,9600,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|sensor|trade_port|grade3,"{""equipmentCategory"":""sensor"",""equipmentGrade"":3,""equipmentLineKey"":""eq_sens_passive_array"",""equipmentRequiredLevel"":26,""stealthDetectBonusPct"":14.8,""effectPending"":true}",true
eq_ew_ecm_jammer_1,전자파재머1,적 유도·락온을 교란한다(추후 연동).,2400,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|ew|trade_port|grade1,"{""equipmentCategory"":""ew"",""equipmentGrade"":1,""equipmentLineKey"":""eq_ew_ecm_jammer"",""equipmentRequiredLevel"":5,""ecmStrengthPct"":6,""effectPending"":true}",true
eq_ew_ecm_jammer_2,전자파재머2,적 유도·락온을 교란한다(추후 연동).,5400,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|ew|trade_port|grade2,"{""equipmentCategory"":""ew"",""equipmentGrade"":2,""equipmentLineKey"":""eq_ew_ecm_jammer"",""equipmentRequiredLevel"":14,""ecmStrengthPct"":8.4,""effectPending"":true}",true
eq_ew_ecm_jammer_3,전자파재머3,적 유도·락온을 교란한다(추후 연동).,11520,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|ew|trade_port|grade3,"{""equipmentCategory"":""ew"",""equipmentGrade"":3,""equipmentLineKey"":""eq_ew_ecm_jammer"",""equipmentRequiredLevel"":25,""ecmStrengthPct"":11.1,""effectPending"":true}",true
eq_ew_tac_datalink_1,전술데이터링크1,아군 교전 시 정보 공유를 강화한다(추후 연동).,2600,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|ew|trade_port|grade1,"{""equipmentCategory"":""ew"",""equipmentGrade"":1,""equipmentLineKey"":""eq_ew_tac_datalink"",""equipmentRequiredLevel"":7,""allyBuffPct"":7,""effectPending"":true}",true
eq_ew_tac_datalink_2,전술데이터링크2,아군 교전 시 정보 공유를 강화한다(추후 연동).,5850,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|ew|trade_port|grade2,"{""equipmentCategory"":""ew"",""equipmentGrade"":2,""equipmentLineKey"":""eq_ew_tac_datalink"",""equipmentRequiredLevel"":16,""allyBuffPct"":9.8,""effectPending"":true}",true
eq_ew_tac_datalink_3,전술데이터링크3,아군 교전 시 정보 공유를 강화한다(추후 연동).,12480,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|ew|trade_port|grade3,"{""equipmentCategory"":""ew"",""equipmentGrade"":3,""equipmentLineKey"":""eq_ew_tac_datalink"",""equipmentRequiredLevel"":27,""allyBuffPct"":13,""effectPending"":true}",true
eq_ew_decoy_launcher_1,미끼발사기1,미사일 추적을 유인·분산한다(추후 연동).,2800,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|ew|trade_port|grade1,"{""equipmentCategory"":""ew"",""equipmentGrade"":1,""equipmentLineKey"":""eq_ew_decoy_launcher"",""equipmentRequiredLevel"":9,""decoyStrengthPct"":8,""effectPending"":true}",true
eq_ew_decoy_launcher_2,미끼발사기2,미사일 추적을 유인·분산한다(추후 연동).,6300,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|ew|trade_port|grade2,"{""equipmentCategory"":""ew"",""equipmentGrade"":2,""equipmentLineKey"":""eq_ew_decoy_launcher"",""equipmentRequiredLevel"":18,""decoyStrengthPct"":11.2,""effectPending"":true}",true
eq_ew_decoy_launcher_3,미끼발사기3,미사일 추적을 유인·분산한다(추후 연동).,13440,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|ew|trade_port|grade3,"{""equipmentCategory"":""ew"",""equipmentGrade"":3,""equipmentLineKey"":""eq_ew_decoy_launcher"",""equipmentRequiredLevel"":29,""decoyStrengthPct"":14.8,""effectPending"":true}",true
eq_sup_nano_repair_1,나노수리로봇1,전투 중 선체·시스템 손상을 점진 복구한다(추후 연동).,2600,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|support|trade_port|grade1,"{""equipmentCategory"":""support"",""equipmentGrade"":1,""equipmentLineKey"":""eq_sup_nano_repair"",""equipmentRequiredLevel"":6,""hullRepairPerMinPct"":4,""effectPending"":true}",true
eq_sup_nano_repair_2,나노수리로봇2,전투 중 선체·시스템 손상을 점진 복구한다(추후 연동).,5850,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|support|trade_port|grade2,"{""equipmentCategory"":""support"",""equipmentGrade"":2,""equipmentLineKey"":""eq_sup_nano_repair"",""equipmentRequiredLevel"":15,""hullRepairPerMinPct"":5.6,""effectPending"":true}",true
eq_sup_nano_repair_3,나노수리로봇3,전투 중 선체·시스템 손상을 점진 복구한다(추후 연동).,12480,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|support|trade_port|grade3,"{""equipmentCategory"":""support"",""equipmentGrade"":3,""equipmentLineKey"":""eq_sup_nano_repair"",""equipmentRequiredLevel"":26,""hullRepairPerMinPct"":7.4,""effectPending"":true}",true
eq_sup_fire_control_1,화재진압시스템1,내부 화재·과열을 신속히 억제한다(추후 연동).,2800,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|support|trade_port|grade1,"{""equipmentCategory"":""support"",""equipmentGrade"":1,""equipmentLineKey"":""eq_sup_fire_control"",""equipmentRequiredLevel"":8,""overheatReductionPct"":6,""effectPending"":true}",true
eq_sup_fire_control_2,화재진압시스템2,내부 화재·과열을 신속히 억제한다(추후 연동).,6300,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|support|trade_port|grade2,"{""equipmentCategory"":""support"",""equipmentGrade"":2,""equipmentLineKey"":""eq_sup_fire_control"",""equipmentRequiredLevel"":17,""overheatReductionPct"":8.4,""effectPending"":true}",true
eq_sup_fire_control_3,화재진압시스템3,내부 화재·과열을 신속히 억제한다(추후 연동).,13440,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|support|trade_port|grade3,"{""equipmentCategory"":""support"",""equipmentGrade"":3,""equipmentLineKey"":""eq_sup_fire_control"",""equipmentRequiredLevel"":28,""overheatReductionPct"":11.1,""effectPending"":true}",true
eq_sup_hull_patch_1,선체패치베이1,격전 후 내구도를 신속 회복한다(추후 연동).,3000,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|support|trade_port|grade1,"{""equipmentCategory"":""support"",""equipmentGrade"":1,""equipmentLineKey"":""eq_sup_hull_patch"",""equipmentRequiredLevel"":10,""postCombatRepairPct"":7,""effectPending"":true}",true
eq_sup_hull_patch_2,선체패치베이2,격전 후 내구도를 신속 회복한다(추후 연동).,6750,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|support|trade_port|grade2,"{""equipmentCategory"":""support"",""equipmentGrade"":2,""equipmentLineKey"":""eq_sup_hull_patch"",""equipmentRequiredLevel"":19,""postCombatRepairPct"":9.8,""effectPending"":true}",true
eq_sup_hull_patch_3,선체패치베이3,격전 후 내구도를 신속 회복한다(추후 연동).,14400,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|support|trade_port|grade3,"{""equipmentCategory"":""support"",""equipmentGrade"":3,""equipmentLineKey"":""eq_sup_hull_patch"",""equipmentRequiredLevel"":30,""postCombatRepairPct"":13,""effectPending"":true}",true
eq_nav_ai_assist_1,보조항법장치1,자동 회피·코스 보정을 지원한다(추후 연동).,1400,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|navigation|trade_port|grade1,"{""equipmentCategory"":""navigation"",""equipmentGrade"":1,""equipmentLineKey"":""eq_nav_ai_assist"",""equipmentRequiredLevel"":1,""evasionBonusPct"":4,""effectPending"":true}",true
eq_nav_ai_assist_2,보조항법장치2,자동 회피·코스 보정을 지원한다(추후 연동).,3150,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|navigation|trade_port|grade2,"{""equipmentCategory"":""navigation"",""equipmentGrade"":2,""equipmentLineKey"":""eq_nav_ai_assist"",""equipmentRequiredLevel"":10,""evasionBonusPct"":5.6,""effectPending"":true}",true
eq_nav_ai_assist_3,보조항법장치3,자동 회피·코스 보정을 지원한다(추후 연동).,6720,20,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|navigation|trade_port|grade3,"{""equipmentCategory"":""navigation"",""equipmentGrade"":3,""equipmentLineKey"":""eq_nav_ai_assist"",""equipmentRequiredLevel"":21,""evasionBonusPct"":7.4,""effectPending"":true}",true
eq_nav_tac_processor_1,전술연산프로세서1,교전 판단·연사 스케줄 연산을 가속한다(추후 연동).,1600,16,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|navigation|trade_port|grade1,"{""equipmentCategory"":""navigation"",""equipmentGrade"":1,""equipmentLineKey"":""eq_nav_tac_processor"",""equipmentRequiredLevel"":3,""cooldownReductionPct"":5,""effectPending"":true}",true
eq_nav_tac_processor_2,전술연산프로세서2,교전 판단·연사 스케줄 연산을 가속한다(추후 연동).,3600,18,1,tech,equipment,ship_equipment,true,true,true,false,ship_equipment|navigation|trade_port|grade2,"{""equipmentCategory"":""navigation"",""equipmentGrade"":2,""equipmentLineKey"":""eq_nav_tac_processor"",""equipmentRequiredLevel"":12,""cooldownReductionPct"":7,""effectPending"":true}",true
